record_id,route_id,origin_station,destination_station,district,encoded_transport,fare_hkd,distance_km,scheduled_duration_min,hour_of_day,day_of_week,is_holiday,weather_condition,country_code,internal_batch_id,survey_code,campaign_tag,device_theme,promo_bucket,random_zone_code,passenger_token,session_id,ticket_reference,device_id_hash,distance_m,fare_hkd_rounded,route_group,is_peak_hour,service_note,ops_comment_code,route_label_variant
R03995,RT047,Mong Kok,Admiralty,Yau Tsim Mong,bus_standard_local_KMB,,,,16,Thu,0,HK,,B7375,S3,summer_push,large_text,none,zone-1,PX77154132,S8253348072,TKT-907280,dev-4b7fc65d,4880,10,group-0,0,weather watch,OPS-B,ROUTE 047
R03996,RT016,Tsim Sha Tsui,Admiralty,Eastern,bus_standard_local_KMB,HK$12.3,,30.0,17,Mon,0,geo-hkg-v2,heavy-rn,B3632,S4,tourist_day,large_text,none,zone-4,PX15727416,S6997668000,TKT-688638,dev-f230242e,7240,12,group-0,1,weather watch,OPS-D,ROUTE 016
R03997,RT052,Tsim Sha Tsui,Tsuen Wan,Eastern,bus_premium_express_CTB,25.7,,45.0,10,Mon,0,geo-hkg-v2,wx.rn.alert,B6761,S4,tourist_day,compact,B,zone-5,PX71147123,S8006383950,TKT-419035,dev-93c310d4,9780,26,group-0,0,normal service,OPS-D,Route-052
R03998,RT062,Kennedy Town,Admiralty,Wan Chai,bus_premium_local_KMB,,,,9,Mon,0,CN,,B9960,S3,summer_push,classic,none,zone-3,PX17926659,S2571527705,TKT-448391,dev-288840be,7250,21,group-0,1,weather watch,OPS-D,ROUTE 062
R03999,RT077,Tsuen Wan,mong kok,Sha Tin,bus_standard_express_KMB,~12.9,about 3.28,26.0,12,Sun,0,HK,,B5793,S4,none,large_text,none,zone-3,PX26420478,S7129300477,TKT-937687,dev-330f960d,3280,13,group-0,0,minor queue,OPS-D,Route-077
R04000,RT025,Mong%20Kok,Tswan,Yau Tsim Mong,tram-night_standard_local_CTB,1.0,"0,05",3 min,14,sun,0,HK,,B5987,S2,commuter_plus,compact,none,zone-1,PX62138249,S4603792635,TKT-203033,dev-584c461e,350000,999,group-0,0,platform crowding,OPS-A,ROUTE 025
R04001,RT025,Admiralty,Central,Sha Tin,tram-airport_standard_local_CTB,1200.0 HKD,180.0,T420,9,Mon,0,HK,Sunny,B7242,S4,none,classic,none,zone-2,PX53630333,S3271493017,TKT-569308,dev-e0c1aeba,120000,2500,group-0,1,platform crowding,OPS-C,Route-025
R04002,RT034,Tsuen Wan,Admiralty,Eastern,tram_standard_local_CTB,missing,,0.2 hrs,19,Wed,0,geo::852,wx.rn.alert,B1915,S2,none,large_text,B,zone-5,PX94429016,S7855262020,TKT-544437,dev-2b32c7bf,1930,7,group-0,1,platform crowding,OPS-A,Route-034
R04003,RT037,Central%20Station,Tsim%20Sha%20Tsui,Central and Western,bus_standard_local_KMB,missing,28000m,100-108 min,21,Wed,0,HK,sunny,B7041,S2,none,contrast,none,zone-1,PX59163566,S4736029381,TKT-637797,dev-c92bf04d,28000,34,group-0,0,priority boarding,OPS-C,ROUTE 037
R04004,RT007,Tsim%20Sha%20Tsui,North Point,Yau Tsim Mong,tram_standard_local_CTB,missing,unknown,28.0,8,Thu,0,HK,Sunny,B9508,S3,tourist_day,compact,B,zone-3,PX29666021,S6975110515,TKT-802693,dev-fb26799f,3960,8,group-0,1,platform crowding,OPS-A,ROUTE 007
R04005,RT038,KennedyTown,Mong Kok,Central and Western,bus-crossharbour_standard_local_CTB,,,,19,wed,0,hk-zone,,B2232,S2,commuter_plus,classic,none,zone-3,PX85739503,S4125830670,TKT-108650,dev-661ef6ee,9450,14,group-0,1,priority boarding,OPS-A,ROUTE 038
R04006,RT079,North%20Point,Mong%20Kok,Eastern,bus-night_premium_local_CTB,2.0,0.2 / route,4.0,13,Sun,0,HK,,B4715,S1,none,contrast,none,zone-4,PX66625131,S7553921260,TKT-782670,dev-ab8d25fb,900000,2500,group-0,0,platform crowding,OPS-D,ROUTE 079
R04007,RT020,Causewaybay,Wan Chai,Wan Chai,bus-night_standard_express_KMB,,,,7,Tue,0,HK,clr,B1827,S4,none,contrast,A,zone-5,PX36349956,S6031153429,TKT-713618,dev-e672153e,4300,15,group-0,1,priority boarding,OPS-B,Route-020
R04008,RT059,Sha Tin  ,Mong%20Kok  ,Sha Tin,ferry_premium_local_HKKF,,unknown,,10,Thu,0,HK,Cloudy,B3138,S2,none,compact,C,zone-2,PX62570293,S4522091951,TKT-306894,dev-709e613e,2380,14,group-0,0,normal service,OPS-B,ROUTE 059
R04009,RT076,WAN CHAI,central station,Wan Chai,ferry-night_standard_local_HKKF,,,18 min,22,Tue,1,HK,rain,B5288,S3,none,compact,C,zone-1,PX57949115,S1741917067,TKT-857208,dev-837a4d3d,3740,5,group-0,0,weather watch,OPS-D,ROUTE 076
R04010,RT047,WChai,Kennedy%20Town,Wan Chai,tram_standard_express_CTB,NA,0.1,00:05:00,7,Wed,0,HK,,B5931,S3,commuter_plus,large_text,A,zone-1,PX87487631,S7172910729,TKT-119297,dev-721bf726,120000,2500,group-0,1,minor queue,OPS-B,ROUTE 047
R04011,RT031,Admiralty Station,TWN,Central and Western,tram_premium_local_CTB,NA,,,5,Tue,0,HK,,B5660,S3,tourist_day,large_text,none,zone-5,PX76735320,S5813476933,TKT-406889,dev-23c21bb2,8260,21,group-0,0,priority boarding,OPS-A,Route-031
R04012,RT041, Kennedy Town ,TSIM SHA TSUI,Central and Western,bus_standard_local_KMB,6.2,unknown,,18,mon,0,HK,TBD,B7889,S3,commuter_plus,compact,B,zone-5,PX15224414,S6949326017,TKT-438391,dev-676fb74e,2810,6,group-0,1,minor queue,OPS-C,Route-041
R04013,RT024,sha tin, Kennedy Tn ,Sha Tin,tram_standard_local_CTB,missing,7.97 km,about 49,15,sun,0,HK,TBD,B2289,S4,none,large_text,none,zone-1,PX24675547,S9297864255,TKT-141219,dev-041469dd,7970,14,group-0,0,normal service,OPS-B,Route-024
R04014,RT037,Tsim%20Sha%20Tsui,KENNEDYTOWN,Yau Tsim Mong,bus_standard_express_KMB,9.7-14.7,unknown,20 min,9,Thu,0,HK,Rain,B3597,S2,none,classic,none,zone-3,PX43382561,S3194722291,TKT-245565,dev-26f0cad1,3290,10,group-0,1,minor queue,OPS-C,ROUTE 037
R04015,RT072,Causeway Bay,Wan Chai,Wan Chai,bus_premium_express_KMB,2.0-7.0,"0,05",2 min,19,Fri,0,HK,Sunny,B1581,S2,none,contrast,none,zone-4,PX86575319,S8067667513,TKT-793370,dev-df089823,350000,0,group-0,1,minor queue,OPS-B,ROUTE 072
R04016,RT040, Wan%20Chai ,Central%20Stn,Wan Chai,ferry_standard_express_HKKF,,,,15,Wed,0,HK,,B9955,S1,none,compact,A,zone-4,PX75378310,S6287868816,TKT-396459,dev-20573de7,7780,17,group-0,0,weather watch,OPS-A,Route-040
R04017,RT055,CWB,SHA TIN,Wan Chai,ferry_premium_local_HKKF,,,,9,Tue,0,HK,,B3251,S3,none,contrast,C,zone-1,PX65915125,S6595879481,TKT-188241,dev-d9391f7e,2230,15,group-0,1,priority boarding,OPS-B,Route-055
R04018,RT023,WanChai,Central Stn,Wan Chai,bus_standard_express_KMB,,,,18,Sun,0,HK,,B5946,S4,summer_push,compact,none,zone-3,PX92220945,S4981728211,TKT-665648,dev-0e07aad1,5980,14,group-0,1,platform crowding,OPS-D,ROUTE 023
R04019,RT068,Wan Chai,Mong Kok,Wan Chai,bus_standard_local_CTB,1.0,0.05km approx,00:04:00,21,Wed,0,HK,,B5031,S2,none,large_text,none,zone-2,PX29118969,S6980421525,TKT-438258,dev-d019c1a1,120000,2500,group-0,0,weather watch,OPS-D,Route-068
R04020,RT052,sha tin,MONG KOK,Sha Tin,bus_standard_local_KMB,10.3,6.4,37.0,13,Fri,0,HK,,B3098,S1,commuter_plus,large_text,B,zone-3,PX55856070,S4550154193,TKT-184758,dev-ad5cb190,6400,10,group-0,0,weather watch,OPS-D,ROUTE 052
R04021,RT053,Kennedy Town,Central Station,Central and Western,bus_standard_local_KMB,,,,19,Sun,0,hkg,wx.cld.ops,B9914,S1,commuter_plus,large_text,none,zone-5,PX41368581,S5950427859,TKT-446739,dev-d0dc6558,11020,17,group-0,1,weather watch,OPS-D,Route-053
R04022,RT067,Central Stn,North Point,Central and Western,bus_standard_local_KMB,,,,7,Thu,0,MO,,B9745,S1,tourist_day,classic,none,zone-4,PX55350358,S3065921432,TKT-831860,dev-4d8bade5,10060,16,group-0,1,minor queue,OPS-B,ROUTE 067
R04023,RT074,Mong%20Kok, North%20Point ,Yau Tsim Mong,tram-crossharbour_standard_local_CTB,,,,6,Wed,0,HK,,B6142,S1,none,contrast,none,zone-2,PX95861900,S4055035642,TKT-157416,dev-afb6c220,2100,6,group-0,0,weather watch,OPS-C,Route-074
R04024,RT018,CWB,North%20Point,Wan Chai,bus_standard_local_KMB,,,,5,Tue,0,HK,,B8904,S1,none,contrast,none,zone-3,PX83097440,S5922223424,TKT-568308,dev-b6d7d5e5,800,6,group-0,0,platform crowding,OPS-C,ROUTE 018
R04025,RT038,Sha Tin,Kennedy Town,Central and Western,bus_standard_express_KMB,,10.96 / route,about 54,11,Mon,0,hkg,sunny,B7852,S1,none,classic,none,zone-5,PX70843973,S4490913136,TKT-944848,dev-c096015f,10960,22,group-0,0,normal service,OPS-B,ROUTE 038
R04026,RT021,WanChai,Central Station,Wan Chai,bus_standard_local_CTB,NA,10920m,44.0,12,Mon,0,HK,,B6749,S3,none,compact,none,zone-5,PX27460669,S5980694897,TKT-833692,dev-b4ae47ac,10920,18,group-0,0,minor queue,OPS-C,ROUTE 021
R04027,RT055,Causeway%20Bay,Admiralty,Wan Chai,tram_standard_express_CTB,,6910m,0.7 hrs,21,Fri,0,MO,Cloudy,B2941,S1,none,contrast,none,zone-3,PX67119301,S1843611640,TKT-253104,dev-35724f5b,6910,16,group-0,0,platform crowding,OPS-B,Route-055
R04028,RT026,Tsim%20Sha%20Tsui,Tsuen%20Wan,Yau Tsim Mong,bus_standard_local_KMB,,,,23,Sun,0,CN,,B4024,S3,none,large_text,B,zone-2,PX76477504,S5532569304,TKT-410014,dev-761d47e3,6410,11,group-0,0,normal service,OPS-A,Route-026
R04029,RT065,Sha Tin,Tsuen Wan,Sha Tin,bus-night_standard_local_KMB,5.1,800m,0.1 hrs,17,Sat,0,HK,,B9151,S2,none,large_text,B,zone-4,PX94025548,S5339935462,TKT-731063,dev-f916c380,800,5,group-0,1,weather watch,OPS-A,Route-065
R04030,RT073,Tsim%20Sha%20Tsui,Causeway%20Bay  ,Yau Tsim Mong,tram-night_standard_local_CTB,,,,23,Wed,0,HK,,B6722,S4,none,compact,C,zone-1,PX49241230,S5017041675,TKT-657187,dev-ee79cba2,4210,8,group-0,0,platform crowding,OPS-D,Route-073
R04031,RT027,Central Station,Kennedy Town,Central and Western,tram_standard_express_CTB,0.0,about 0.1,1-9 min,23,Mon,0,852,sunny,B8510,S3,commuter_plus,large_text,none,zone-2,PX13873168,S6185530775,TKT-303864,dev-0dc4012e,900000,0,group-0,0,priority boarding,OPS-D,Route-027
R04032,RT053,Mong.Kok,North Point,Eastern,bus_standard_express_KMB,HKD:10.0,,00:17:00,13,Tue,0,MO,Cloudy,B6697,S2,none,contrast,A,zone-5,PX60734405,S7766449594,TKT-657467,dev-8af264ef,1570,10,group-0,0,normal service,OPS-A,Route-053
R04033,RT028,causeway bay, MK ,Wan Chai,tram_standard_local_CTB,0.5,about 0.2,5.0,10,Sat,0,HK,,B6035,S1,none,large_text,none,zone-2,PX46931170,S9940223418,TKT-123279,dev-f4ece22e,120000,1,group-0,0,weather watch,OPS-A,ROUTE 028
R04034,RT038,Causeway Bay,Admiralty,Wan Chai,bus-airport_standard_local_KMB,1.0,"0,2",3.0,12,Tue,0,852,,B7537,S1,none,large_text,none,zone-3,PX17526649,S4338951709,TKT-265699,dev-f0e78fcb,75,999,group-0,0,platform crowding,OPS-C,ROUTE 038
R04035,RT010, Tsim%20Sha%20Tsui ,MongKok,Yau Tsim Mong,tram-night_standard_local_CTB,,,,5,Thu,0,HK,,B4014,S4,none,compact,B,zone-4,PX68172295,S9560343141,TKT-272673,dev-2ea90b2e,10570,14,group-0,0,normal service,OPS-C,Route-010
R04036,RT034,C.%20Stn, ShaTin ,Central and Western,bus_standard_local_CTB,1.0,"0,1",about 4,17,Sun,0,HK,,B2335,S2,tourist_day,classic,none,zone-3,PX42468464,S9682217435,TKT-854512,dev-5d949bcf,75,0,group-0,1,normal service,OPS-A,Route-034
R04037,RT008,S Tin,Mong Kok,Sha Tin,ferry-night_standard_local_HKKF,2500.0,250.0,300 min,21,Sun,0,CN,clr,B8445,S4,summer_push,contrast,none,zone-3,PX14350972,S1236446176,TKT-547953,dev-9f4cb8c6,350000,0,group-0,0,weather watch,OPS-A,ROUTE 008
R04038,RT011,Sha%20Tin,central station,Sha Tin,ferry_standard_express_HKKF,,10.34,41m est,20,Tue,0,HK,,B4870,S1,none,contrast,B,zone-2,PX62836306,S8482828004,TKT-636414,dev-168778bf,10340,20,group-0,0,priority boarding,OPS-C,Route-011
R04039,RT058,Admiralty, Central%20Station ,Central and Western,tram_standard_local_CTB,na-fare,,about 36,9,Sun,0,HK,Cloudy,B2194,S1,none,large_text,A,zone-5,PX33272844,S4125647237,TKT-784370,dev-b59848b0,5470,11,group-0,1,minor queue,OPS-D,ROUTE 058
R04040,RT059,Admiralty,MK,Central and Western,ferry_premium_local_HKKF,33.5 HKD,14.07,na-dur,15,Wed,0,HK,,B3960,S1,none,contrast,none,zone-1,PX45935306,S4911923380,TKT-257284,dev-fa72f2b1,14070,34,group-0,0,priority boarding,OPS-B,ROUTE 059
R04041,RT079,Tsuen Wan,Admiralty,Yau Tsim Mong,bus_standard_local_CTB,12.1,"4,62",22.0,21,Sat,1,legacy,Rain,B5421,S1,tourist_day,large_text,none,zone-2,PX37575317,S3210426167,TKT-776168,dev-5d21880b,4620,12,group-0,0,weather watch,OPS-D,ROUTE 079
R04042,RT060,Tsuen Wan,Admiralty,Yau Tsim Mong,tram_standard_express_CTB,900.0,60.0,00:180:00,18,Tue,0,legacy,Rain,B6611,S4,none,classic,none,zone-5,PX37412534,S9717007947,TKT-811340,dev-b2250f5a,120000,999,group-0,1,priority boarding,OPS-C,Route-060
R04043,RT028,Tsuen Wan,Mong Kok,Yau Tsim Mong,bus_standard_local_CTB,2.0-7.0,0.5,5.0,6,Mon,0,HK,,B4749,S3,none,compact,none,zone-3,PX18220344,S5087535330,TKT-854518,dev-d6d473d0,75,9000,group-0,0,minor queue,OPS-B,Route-028
R04044,RT023,Wan%20Chai,North Pt,Wan Chai,bus-airport_standard_local_CTB,,,,5,Sat,0,HK,,B5383,S3,commuter_plus,large_text,none,zone-5,PX72231660,S8630466351,TKT-791249,dev-48f31d97,4550,27,group-0,0,minor queue,OPS-A,ROUTE 023
R04045,RT035,Sha Tin,Central Station,Central and Western,bus_standard_express_CTB,,,,22,thu,0,852,Sunny,B8444,S1,commuter_plus,compact,B,zone-4,PX24668406,S3143476845,TKT-138592,dev-37541351,10180,19,group-0,0,weather watch,OPS-C,ROUTE 035
R04046,RT073,Central,admiralty,Central and Western,tram_standard_local_CTB,HK$22.4,,95.0,21,Sun,0,CN,clr,B8301,S1,none,compact,none,zone-5,PX91263229,S4207002180,TKT-499795,dev-82c59cb9,14720,22,group-0,0,platform crowding,OPS-B,Route-073
R04047,RT052,TST,north%2520point,Yau Tsim Mong,tram_standard_local_CTB,,,29.0,19,Wed,0,NA,SUNNY,B3512,S3,none,large_text,C,zone-5,PX15905879,S5737881304,TKT-354416,dev-8080e222,3680,10,group-0,1,weather watch,OPS-A,ROUTE 052
R04048,RT046,Sha Tin,Kennedy Town,Sha Tin,ferry_standard_local_HKKF,0.5-5.5,"0,5",0.1 hrs,15,Wed,0,852,cloudy,B9689,S1,none,large_text,none,zone-1,PX87473302,S8529783323,TKT-502217,dev-fca1b992,900000,999,group-0,0,weather watch,OPS-D,ROUTE 046
R04049,RT040,Admiralty,Mongkok,Central and Western,bus-crossharbour_standard_express_KMB,fare=0.5,0.1,6.0 hrs,23,Thu,0,geo::hkg,,B9879,S3,none,classic,A,zone-4,PX71771110,S7242240143,TKT-143723,dev-98e16753,900000,1,group-0,0,normal service,OPS-A,ROUTE 040
R04050,RT066,Tsim Sha Tsui,Wan Chai,Yau Tsim Mong,ferry-airport_standard_local_HKKF,,,,14,sat,1,legacy,,B8865,S2,none,contrast,none,zone-1,PX32849777,S7233553138,TKT-299906,dev-9b1f1850,7890,34,group-0,0,minor queue,OPS-C,Route-066
R04051,RT060,Admiralty,CAUSEWAY BAY,Central and Western,ferry_standard_local_HKKF,~9.2,unknown,29.0,16,Mon,0,MO,Sunny,B8544,S3,none,contrast,none,zone-1,PX99437440,S2618768282,TKT-989476,dev-8562f412,5880,9,group-0,0,platform crowding,OPS-B,ROUTE 060
R04052,RT072,Tsuen Wan,Tsim Sha Tsui,Wan Chai,tram_standard_local_CTB,,,,9,Fri,0,geo::852,Heavy Rain,B2286,S3,none,compact,none,zone-4,PX38599840,S3831288769,TKT-324517,dev-165a0fd4,1910,6,group-0,1,priority boarding,OPS-D,ROUTE 072
R04053,RT072,TSUEN WAN,Causeway Bay,Tsuen Wan,bus_standard_local_KMB,"9,4",6.14,24.0,11,Tue,0,HK,rain,B7066,S4,none,contrast,A,zone-2,PX68568955,S4611673540,TKT-363153,dev-eafc7dd5,6140,9,group-0,0,platform crowding,OPS-D,ROUTE 072
R04054,RT059,kennedy%20town,Mong Kok,Central and Western,bus_premium_local_CTB,"19,6",6.41 km,00:27:00,7,Tue,0,HK,,B2113,S4,summer_push,compact,none,zone-2,PX68813921,S7291122162,TKT-650300,dev-fd421ca8,6410,20,group-0,1,normal service,OPS-C,ROUTE 059
R04055,RT027,Central,Sha%20Tin,Central and Western,tram_standard_local_CTB,15.6,,,15,mon,0,HK,,B3095,S4,summer_push,contrast,none,zone-1,PX95107479,S8009985085,TKT-789746,dev-72bd6a3e,10430,16,group-0,0,priority boarding,OPS-C,ROUTE 027
R04056,RT072,admiralty,Causeway Bay,Central and Western,ferry_standard_local_HKKF,NA,about 120.0,5.0 hrs,11,Mon,0,HK,Sunny,B9475,S3,none,classic,C,zone-2,PX42952146,S5562993200,TKT-856849,dev-c0bb0e29,75,1,group-0,0,platform crowding,OPS-C,ROUTE 072
R04057,RT064,Kennedy%20Town  ,Sha%20Tin,Central and Western,bus_standard_local_KMB,missing,,00:37:00,18,Wed,0,HK,Cloudy,B7595,S1,none,classic,B,zone-5,PX59670367,S6217669311,TKT-286469,dev-938dfe84,8050,13,group-0,1,weather watch,OPS-A,ROUTE 064
R04058,RT034,Central Station,Sha Tin,Central and Western,bus-night_standard_express_KMB,,,,22,fri,0,HK,wx_s,B8246,S4,none,large_text,none,zone-3,PX44752627,S1332892603,TKT-865732,dev-1457f761,3510,14,group-0,0,priority boarding,OPS-D,Route-034
R04059,RT036,causeway bay,North Point,Wan Chai,bus_standard_local_CTB,,,,20,Wed,0,HK,,B6028,S3,summer_push,large_text,none,zone-2,PX54241928,S8414918657,TKT-518291,dev-b3459847,3180,7,group-0,0,weather watch,OPS-C,ROUTE 036
R04060,RT067,Sha Tin,Kennedy Town,Central and Western,bus-night_standard_local_KMB,,,,15,Mon,0,852,cloudy,B5718,S1,commuter_plus,classic,A,zone-5,PX17138982,S9579726058,TKT-710110,dev-efe40928,5430,10,group-0,0,minor queue,OPS-C,Route-067
R04061,RT072,Wan%20Chai,Kennedy%2520Town,Wan Chai,tram-night_standard_local_CTB,,,,20,Thu,0,MO,,B3583,S4,summer_push,classic,none,zone-3,PX28170176,S7180399953,TKT-468514,dev-1ced8955,4470,10,group-0,0,platform crowding,OPS-D,ROUTE 072
R04062,RT062,C. Station,Kennedy%20Town,Central and Western,bus-night_standard_local_KMB,,,,12,Sat,0,HK,,B5797,S2,none,large_text,none,zone-4,PX63276836,S3839868406,TKT-608521,dev-2745e6fa,4530,6,group-0,0,platform crowding,OPS-B,Route-062
R04063,RT014,Kennedy Town,Sha Tin,Central and Western,bus-airport_standard_express_KMB,,5.18,27 min,16,Sat,0,852,wx.cld.ops,B3520,S1,tourist_day,compact,A,zone-3,PX62121266,S5058792459,TKT-590556,dev-ab8b320f,5180,32,group-0,0,minor queue,OPS-D,ROUTE 014
R04064,RT064,Mong%20Kok,Causewaybay,Yau Tsim Mong,tram_standard_express_CTB,,,,7,Thu,0,MO,,B5111,S1,commuter_plus,large_text,none,zone-1,PX60012173,S8698169141,TKT-537401,dev-bb6ef4a5,2760,12,group-0,1,weather watch,OPS-A,ROUTE 064
R04065,RT060,Sha Tin,Central Station,Central and Western,bus_standard_local_KMB,0.5,0.2-1.4,about 5,6,Thu,0,HK,wx_s,B1471,S3,commuter_plus,compact,A,zone-2,PX12394647,S3668844315,TKT-613936,dev-90203fbb,900000,9000,group-0,0,minor queue,OPS-B,ROUTE 060
R04066,RT008,Admiralty, Causeway Bay ,Wan Chai,bus-airport_standard_local_KMB,,,,6,Wed,1,852,,B6980,S1,none,large_text,none,zone-5,PX44339922,S5394754028,TKT-402398,dev-e6f3ee45,14920,40,group-0,0,platform crowding,OPS-B,Route-008
R04067,RT019, KennedyTown ,Tsim%20Sha%20Tsui,Central and Western,tram_standard_local_CTB,150.0-155.0,unknown,8.0 hrs,10,Thu,0,HK,CLOUDY,B9206,S4,none,compact,none,zone-5,PX99826627,S2787019773,TKT-285216,dev-900e585d,25,0,group-0,0,platform crowding,OPS-A,ROUTE 019
R04068,RT048,Sha Tin,Kennedy Town,Sha Tin,bus_standard_express_KMB,8.0,unknown,13-21 min,16,Sat,0,HK,sunny,B7301,S4,summer_push,large_text,A,zone-4,PX65422759,S2887390539,TKT-597568,dev-50c0effe,800,8,group-0,0,normal service,OPS-C,Route-048
R04069,RT016, Tsuen Wan ,Mong%20Kok,Tsuen Wan,ferry-crossharbour_standard_local_HKKF,"400,0",0.2,840.0,13,Wed,1,territory-hk,,B9198,S1,tourist_day,classic,C,zone-4,PX58102352,S1052140083,TKT-221116,dev-d3103784,900000,9000,group-0,0,weather watch,OPS-A,Route-016
R04070,RT004,W Chai, Sha Tin ,Sha Tin,tram-airport_standard_local_CTB,,,,23,Sat,0,geo::hkg,,B6592,S2,none,compact,B,zone-4,PX44338027,S4061873635,TKT-940509,dev-76eb3758,1620,25,group-0,0,weather watch,OPS-C,ROUTE 004
R04071,RT026,Central Station,Mong Kok,Yau Tsim Mong,ferry_standard_local_HKKF,,2.34 km,,6,Fri,0,HK,,B1519,S4,tourist_day,large_text,none,zone-1,PX15129452,S8049623963,TKT-283117,dev-86be2e82,2340,8,group-0,0,weather watch,OPS-B,Route-026
R04072,RT028,Tswan,Sha Tin,Sha Tin,bus-airport_standard_local_KMB,500.0-505.0,80.0 / route,about 720,13,Wed,0,hk-zone,,B3086,S1,tourist_day,contrast,none,zone-3,PX52658714,S7186841367,TKT-687075,dev-78ac1e22,25,1,group-0,0,platform crowding,OPS-A,ROUTE 028
R04073,RT053,Kennedy Town,W Chai,Central and Western,tram-airport_standard_local_CTB,,,,12,Sun,0,852,,B9073,S3,none,compact,A,zone-4,PX70904485,S7304354110,TKT-317501,dev-0ab7767f,6700,32,group-0,0,platform crowding,OPS-A,Route-053
R04074,RT014,NorthPoint,Wan Chai,Eastern,bus-crossharbour_standard_local_KMB,,,,9,Sun,0,legacy,,B5397,S2,none,compact,none,zone-2,PX27953447,S1397184571,TKT-937127,dev-8509952f,12670,17,group-0,1,priority boarding,OPS-D,Route-014
R04075,RT036,Admiralty Station,KENNEDY TOWN,Central and Western,tram_standard_local_CTB,NA,2.5,0.4 hrs,15,Wed,0,HK,,B5586,S3,none,classic,A,zone-1,PX14428293,S4737381692,TKT-980925,dev-7eba4656,2500,6,group-0,0,minor queue,OPS-C,ROUTE 036
R04076,RT030,Central Station,TSUEN WAN,Central and Western,bus_standard_local_KMB,,13.4km approx,,12,fri,0,HK,TBD,B6401,S1,tourist_day,contrast,none,zone-4,PX40227151,S5492786135,TKT-395181,dev-5dcd251c,13400,18,group-0,0,weather watch,OPS-C,ROUTE 030
R04077,RT028,North Point,Causeway%20Bay,Eastern,bus-airport_standard_local_KMB,HK$0.0,0.05,00:03:00,9,Sun,0,legacy,,B2363,S2,none,large_text,none,zone-4,PX70993256,S1366523644,TKT-323492,dev-0fcd91e7,25,2500,group-0,1,platform crowding,OPS-C,Route-028
R04078,RT049,Tsim Sha Tsui,Tsuen Wan,Eastern,bus_standard_local_KMB,8.7,3.99,00:21:00,14,Thu,0,hk-zone,Heavy Rain,B6796,S2,commuter_plus,compact,A,zone-5,PX13341073,S6917758313,TKT-269031,dev-ea5e0f10,3990,9,group-0,0,normal service,OPS-B,ROUTE 049
R04079,RT014, causewaybay ,kennedy%2520town,Wan Chai,tram_standard_local_CTB,,,,9,Sun,1,HK,,B5138,S4,none,contrast,none,zone-3,PX18435309,S3953021586,TKT-842170,dev-6539add5,5880,13,group-0,1,normal service,OPS-D,ROUTE 014
R04080,RT026,Sha Tin,Central Station,Central and Western,tram-airport_standard_local_CTB,500.0,dist=80.0,720-728 min,19,mon,0,geo::hkg,wx.cld.ops,B3279,S2,none,classic,none,zone-5,PX65156756,S5659132220,TKT-705613,dev-3b7963a5,350000,9000,group-0,1,normal service,OPS-B,Route-026
R04081,RT069, North Pt ,Wan Chai,Wan Chai,bus_standard_local_KMB,,,,11,Sun,0,HK,,B6993,S1,none,compact,B,zone-4,PX72426656,S1587682454,TKT-218272,dev-c3f093a5,11460,15,group-0,0,normal service,OPS-D,ROUTE 069
R04082,RT035,Causeway%20Bay,Sha Tin,Wan Chai,tram-crossharbour_standard_local_CTB,,,,13,Fri,0,legacy,,B4487,S1,none,large_text,C,zone-2,PX78273955,S6838514947,TKT-579351,dev-167f60e4,8710,15,group-0,0,priority boarding,OPS-D,Route-035
R04083,RT073,TSUEN WAN,Central Station,Tsuen Wan,tram-crossharbour_standard_express_CTB,,,,8,tue,0,territory-hk,,B4032,S2,commuter_plus,large_text,none,zone-1,PX86683550,S5953853275,TKT-700049,dev-8d122d23,2860,11,group-0,1,priority boarding,OPS-B,ROUTE 073
R04084,RT026,Tsuen Wan,Wan Chai,Yau Tsim Mong,bus_standard_express_KMB,,,,22,Mon,0,HK,,B4431,S3,none,classic,B,zone-2,PX61214679,S8522403392,TKT-527697,dev-a1feb6d0,9910,18,group-0,0,weather watch,OPS-B,Route-026
R04085,RT066,Mong%20Kok,tsim%20sha%20tsui,Yau Tsim Mong,bus_standard_local_KMB,,,,8,Fri,0,HK,,B5585,S4,none,classic,none,zone-1,PX90603913,S3345622163,TKT-245647,dev-62399663,4550,10,group-0,1,weather watch,OPS-C,ROUTE 066
R04086,RT009,Sha Tin, Central Stn ,Sha Tin,ferry_standard_local_HKKF,missing,,5.0,17,Tue,0,CN,Sunny,B6547,S3,none,compact,A,zone-5,PX84770266,S3563869651,TKT-827005,dev-437bba4b,840,4,group-0,1,platform crowding,OPS-B,ROUTE 009
R04087,RT045,Central Station,Kennedy Town,Central and Western,tram_standard_express_CTB,,,,17,Mon,0,852,wx.cld.ops,B3145,S2,none,contrast,A,zone-5,PX54671543,S9057695069,TKT-765752,dev-9e2f5727,6360,14,group-0,1,priority boarding,OPS-D,Route-045
R04088,RT069,North Point,Causeway Bay,Eastern,tram_standard_local_CTB,~0.0,0.1,about 2,7,Tue,0,HK,,B6224,S3,none,large_text,B,zone-5,PX62109521,S2216035399,TKT-875515,dev-d5e3be46,900000,0,group-0,1,platform crowding,OPS-D,ROUTE 069
